genome,locus_tag,start,end,strand,type,gene_names
NC_000913.2,b0857,896307,897152,+,CDS,potI;ECK0848;JW0841;NP_415378.1
NC_000913.2,b0858,897212,897700,+,CDS,ybjO;ECK0849;JW0842;NP_415379.1
NC_000913.2,b0859,897741,898868,+,CDS,rlmC;ECK0850;JW0843;rumB;ybjF;NP_415380.1
NC_000913.2,b0860,899067,899798,-,CDS,artJ;ECK0851;JW0844;NP_415381.1
NC_000913.2,b0861,900089,900757,-,CDS,artM;ECK0852;JW0845;NP_415382.1
NC_000913.2,b0862,900757,901473,-,CDS,artQ;ECK0853;JW0846;NP_415383.1
NC_000913.2,b0863,901480,902211,-,CDS,artI;ECK0854;JW0847;NP_415384.1
NC_000913.2,b0864,902229,902957,-,CDS,artP;ECK0855;JW0848;NP_415385.1
NC_000913.2,b0865,903175,903690,-,CDS,ybjP;ECK0856;JW0849;NP_415386.1
NC_000913.2,b0866,903816,904139,+,CDS,ybjQ;ECK0857;JW0850;NP_415387.1
NC_000913.2,b0867,904136,904966,+,CDS,amiD;ECK0858;JW0851;ybjR;NP_415388.1
NC_000913.2,b0868,904963,905976,-,CDS,ybjS;ECK0859;JW5819;NP_415389.2
NC_000913.2,b0869,906075,907505,-,CDS,ybjT;ECK0860;JW5116;NP_415390.4
NC_000913.2,b0870,907516,908517,-,CDS,ltaE;ECK0861;JW0854;ltaA;ybjU;NP_415391.1
NC_000913.2,b0871,908554,910272,-,CDS,poxB;ECK0862;JW0855;NP_415392.1
NC_000913.2,b0872,910405,911373,-,CDS,hcr;ECK0863;JW5117;ybjV;NP_415393.1
NC_000913.2,b0873,911385,913037,-,CDS,hcp;ECK0864;JW0857;ybjW;NP_415394.4
NC_000913.2,b0874,913181,914080,-,CDS,ybjE;ECK0865;JW0858;NP_415395.2
NC_000913.2,b0875,914575,915270,-,CDS,aqpZ;bniP;ECK0866;JW0859;NP_415396.1
NC_000913.2,b0876,915696,917354,+,CDS,ybjD;ECK0867;JW0860;NP_415397.1
NC_000913.2,b0877,917351,918343,-,CDS,ybjX;ECK0868;JW0861;NP_415398.1
NC_000913.2,b0878,918458,919573,+,CDS,macA;ECK0869;JW0862;ybjY;NP_415399.4
NC_000913.2,b0879,919570,921516,+,CDS,macB;ECK0870;JW0863;ybjZ;NP_415400.1
NC_000913.2,b0880,921589,921813,-,CDS,cspD;cspH;ECK0871;JW0864;ybjA;NP_415401.1
NC_000913.2,b0881,922136,922456,+,CDS,clpS;ECK0872;JW0865;yljA;NP_415402.1
NC_000913.2,b0882,922487,924763,+,CDS,clpA;ECK0873;JW0866;lopD;NP_415403.1
NC_000913.2,b0883,925107,925194,-,tRNA,serW;ECK0874;JWR0025
NC_000913.2,b0884,925448,925666,-,CDS,infA;bypA1;ECK0875;JW0867;NP_415404.1
NC_000913.2,b0885,925951,926655,-,CDS,aat;ECK0876;JW0868;ycaA;NP_415405.1
NC_000913.2,b0886,926697,928418,-,CDS,cydC;ECK0877;JW0869;mdrA;mdrH;surB;ycaB;NP_415406.1
NC_000913.2,b0887,928419,930185,-,CDS,cydD;ECK0878;htrD;JW0870;NP_415407.1
NC_000913.2,b0888,930308,931273,-,CDS,trxB;ECK0879;JW0871;NP_415408.1
NC_000913.2,b0889,931818,932312,+,CDS,lrp;alsB;ECK0880;ihb;JW0872;livR;lrs;lss;lstR;mbf;oppI;rblA;NP_415409.1
NC_000913.2,b0890,932447,936436,+,CDS,ftsK;dinH;ECK0881;JW0873;NP_415410.1
NC_000913.2,b0891,936595,937206,+,CDS,lolA;ECK0882;JW0874;lplA;yzzV;NP_415411.2
NC_000913.2,b0892,937217,938560,+,CDS,rarA;ECK0883;JW0875;mgsA;ycaJ;NP_415412.1
NC_000913.2,b0893,938651,939943,+,CDS,serS;ECK0884;JW0876;NP_415413.1
NC_000913.2,b0894,940182,942626,+,CDS,dmsA;ECK0885;JW5118;NP_415414.4
NC_000913.2,b0895,942637,943254,+,CDS,dmsB;ECK0886;JW0878;NP_415415.1
NC_000913.2,b0896,943256,944119,+,CDS,dmsC;ECK0887;JW0879;NP_415416.1
NC_000913.2,b0897,944154,944780,-,CDS,ycaC;ECK0888;JW0880;NP_415417.1
NC_000913.2,b0898,945094,946242,+,CDS,ycaD;ECK0889;JW0881;NP_415418.1
NC_000913.2,b0899,946452,947882,+,CDS,ycaM;ECK0890;JW5119;NP_415419.2
NC_000913.2,b0900,947883,948791,-,CDS,ycaN;ECK0891;JW0883;NP_415420.1
NC_000913.2,b0901,948891,949481,+,CDS,ycaK;ECK0892;JW0884;NP_415421.1
NC_000913.2,b0902,949563,950303,-,CDS,pflA;act;ECK0893;JW0885;NP_415422.1
NC_000913.2,b0903,950495,952777,-,CDS,pflB;ECK0894;JW0886;pfl;NP_415423.1
NC_000913.2,b0904,952832,953689,-,CDS,focA;ECK0895;JW0887;ycaE;NP_415424.1
NC_000913.2,b0905,954095,955855,-,CDS,ycaO;ECK0896;JW0888;NP_415425.4
NC_000913.2,b0906,955985,956677,+,CDS,ycaP;ECK0897;JW0889;NP_415426.1
NC_000913.2,b0907,956876,957964,+,CDS,serC;ECK0898;JW0890;pdxC;pdxF;NP_415427.1
NC_000913.2,b0908,958035,959318,+,CDS,aroA;ECK0899;JW0891;NP_415428.1
NC_000913.2,b0909,959487,960251,+,CDS,ycaL;ECK0900;JW0892;NP_415429.2
NC_000913.2,b0910,960424,961107,+,CDS,cmk;ECK0901;JW0893;mssA;ycaF;ycaG;NP_415430.1
NC_000913.2,b0911,961218,962891,+,CDS,rpsA;ECK0902;JW0894;ssyF;NP_415431.1
NC_000913.2,b0912,963051,963335,+,CDS,ihfB;ECK0903;himD;hip;JW0895;NP_415432.1
NC_000913.2,b0913,963543,965807,+,CDS,ycaI;ECK0904;JW5120;NP_415433.4
NC_000913.2,b0914,965844,967592,+,CDS,msbA;ECK0905;JW0897;NP_415434.1
NC_000913.2,b0915,967589,968575,+,CDS,lpxK;ECK0906;JW0898;ycaH;NP_415435.1
NC_000913.2,b0916,968612,969844,+,CDS,ycaQ;ECK0907;JW0899;NP_415436.1
NC_000913.2,b0917,969896,970078,+,CDS,ycaR;ECK0908;JW0900;NP_415437.1
NC_000913.2,b0918,970075,970821,+,CDS,kdsB;ECK0909;JW0901;NP_415438.1
NC_000913.2,b0919,970975,971868,+,CDS,ycbJ;ECK0910;JW0902;NP_415439.1
NC_000913.2,b0920,971845,972624,-,CDS,ycbC;ECK0911;JW0903;NP_415440.1
NC_000913.2,b0921,972760,973545,+,CDS,smtA;ECK0912;JW0904;ycbD;NP_415441.1
NC_000913.2,b0922,973542,974864,+,CDS,mukF;ECK0913;JW0905;kicB;NP_415442.1
NC_000913.2,b0923,974845,975549,+,CDS,mukE;ECK0914;JW0906;kicA;ycbA;NP_415443.2
NC_000913.2,b0924,975549,980009,+,CDS,mukB;ECK0915;JW0907;NP_415444.1
NC_000913.2,b0925,980270,982117,+,CDS,ycbB;ECK0916;JW0908;NP_415445.1
NC_000913.2,b0926,982298,982846,+,CDS,ycbK;ECK0917;JW0909;NP_415446.1
NC_000913.2,b0927,982873,983520,+,CDS,ycbL;ECK0918;JW0910;NP_415447.1
NC_000913.2,b0928,983742,984932,-,CDS,aspC;ECK0919;JW0911;NP_415448.1
NC_000913.2,b0929,985117,986205,-,CDS,ompF;cmlB;coa;cry;ECK0920;JW0912;nfxB?;tolF;NP_415449.1
NC_000913.2,b0930,986808,988208,-,CDS,asnS;ECK0921;JW0913;lcs;tss;NP_415450.1
NC_000913.2,b0931,988377,989579,-,CDS,pncB;ECK0922;JW0914;NP_415451.1
NC_000913.2,b0932,989845,992457,+,CDS,pepN;ECK0923;JW0915;NP_415452.1
NC_000913.2,b0933,992500,993267,-,CDS,ssuB;ECK0924;JW0916;ycbE;NP_415453.1
NC_000913.2,b0934,993264,994055,-,CDS,ssuC;ECK0925;JW5121;ycbM;NP_415454.4
NC_000913.2,b0935,994066,995211,-,CDS,ssuD;ECK0926;JW0918;ssi6;ycbN;NP_415455.1
NC_000913.2,b0936,995208,996167,-,CDS,ssuA;ECK0927;JW0919;ycbO;NP_415456.4
NC_000913.2,b0937,996160,996735,-,CDS,ssuE;ECK0928;JW0920;ssi4;ycbP;NP_415457.1
NC_000913.2,b0938,997091,997630,+,CDS,elfA;ECK0929;JW5122;ycbQ;NP_415458.2
NC_000913.2,b0939,997713,998414,+,CDS,elfD;ECK0930;JW0922;ycbR;NP_415459.1
NC_000913.2,b0940,998439,1001039,+,CDS,elfC;ECK0931;JW0923;ycbS;NP_415460.1
NC_000913.2,b0941,1001030,1002100,+,CDS,elfG;ECK0932;JW0924;ycbT;NP_415461.1
NC_000913.2,b0942,1002112,1002654,+,CDS,ycbU;ECK0933;JW0925;NP_415462.1
NC_000913.2,b0943,1002662,1003177,+,CDS,ycbV;ECK0934;JW5123;NP_415463.2
NC_000913.2,b0944,1003170,1003880,+,CDS,ycbF;ECK0935;JW5124;NP_415464.4
NC_000913.2,b0945,1003991,1005001,+,CDS,pyrD;ECK0936;JW0928;NP_415465.1
NC_000913.2,b0946,1005175,1005717,+,CDS,zapC;ECK0937;JW5125;ycbW;NP_415466.4
NC_000913.2,b0947,1005714,1006823,-,CDS,ycbX;ECK0938;JW5126;NP_415467.1
NC_000913.2,b0948,1007067,1009175,+,CDS,rlmL;ECK0939;JW0931;rlmK;rlmKL;ycbY;NP_415468.1
NC_000913.2,b0949,1009187,1011094,+,CDS,uup;ECK0940;JW0932;ycbH;ycbI;NP_415469.1
NC_000913.2,b0950,1011224,1012477,+,CDS,pqiA;ECK0941;JW0933;pqi5;NP_415470.1
NC_000913.2,b0951,1012482,1014122,+,CDS,pqiB;ECK0942;JW0934;pqi5;NP_415471.1
NC_000913.2,b0952,1014119,1014682,+,CDS,ymbA;ECK0943;JW5127;NP_415472.2
NC_000913.2,b0953,1014938,1015105,+,CDS,rmf;ECK0944;JW0936;NP_415473.1
NC_000913.2,b0954,1015175,1015693,-,CDS,fabA;ECK0945;JW0937;NP_415474.1
NC_000913.2,b0955,1015762,1017522,-,CDS,ycbZ;ECK0946;JW0938;NP_415475.1
NC_000913.2,b0956,1017708,1018160,+,CDS,matP;ECK0947;JW0939;ycbG;NP_415476.1
NC_000913.2,b0957,1018236,1019276,-,CDS,ompA;con;ECK0948;JW0940;tolG;tut;NP_415477.1
NC_000913.2,b0958,1019633,1020142,-,CDS,sulA;ECK0949;JW0941;sfiA;NP_415478.1
NC_000913.2,b0959,1020361,1020990,+,CDS,sxy;ECK0950;JW0942;tfoX;yccR;NP_415479.1
NC_000913.2,b0960,1020953,1023106,-,CDS,yccS;ECK0951;JW5128;NP_415480.2
NC_000913.2,b0961,1023125,1023571,-,CDS,yccF;ECK0952;JW0944;NP_415481.1
NC_000913.2,b0962,1023694,1025748,+,CDS,helD;ECK0953;JW0945;srjB;NP_415482.1
NC_000913.2,b0963,1025780,1026238,-,CDS,mgsA;ECK0954;JW5129;mgs;yccG;NP_415483.2
NC_000913.2,b0964,1026334,1026996,-,CDS,yccT;ECK0955;JW0947;NP_415484.1
NC_000913.2,b0965,1027169,1027582,+,CDS,yccU;ECK0956;JW5130;NP_415485.4
NC_000913.2,b0966,1027627,1027944,-,CDS,hspQ;ECK0957;JW5970;yccV;NP_415486.4
NC_000913.2,b0967,1028002,1029192,-,CDS,rlmI;ECK0958;JW5898;yccW;NP_415487.4
NC_000913.2,b0968,1029287,1029565,+,CDS,yccX;ECK0959;JW5131;NP_415488.1
NC_000913.2,b0969,1029562,1029891,-,CDS,tusE;ECK0960;JW0952;yccK;NP_415489.4
NC_000913.2,b0970,1029982,1030641,-,CDS,yccA;ECK0961;JW0953;NP_415490.1
NC_000913.2,b0971,1030848,1030935,-,tRNA,serT;divE;ECK0962;JWR0026
NC_000913.2,b0972,1031362,1032480,+,CDS,hyaA;ECK0963;JW0954;NP_415491.1
NC_000913.2,b0973,1032477,1034270,+,CDS,hyaB;ECK0964;JW0955;NP_415492.1
NC_000913.2,b0974,1034289,1034996,+,CDS,hyaC;ECK0965;JW0956;NP_415493.1
NC_000913.2,b0975,1034993,1035580,+,CDS,hyaD;ECK0966;JW0957;NP_415494.1
NC_000913.2,b0976,1035577,1035975,+,CDS,hyaE;ECK0967;JW0958;NP_415495.1
NC_000913.2,b0977,1035972,1036829,+,CDS,hyaF;ECK0968;JW0959;NP_415496.1
NC_000913.2,b0978,1036963,1038507,+,CDS,appC;cbdA;cyxA;ECK0969;JW0960;NP_415497.1
NC_000913.2,b0979,1038519,1039655,+,CDS,appB;cbdB;cyxB;ECK0970;JW0961;NP_415498.1
NC_000913.2,b4592,1039668,1039760,+,CDS,yccB;ECK4402;YP_001165313.1
NC_000913.2,b0980,1039840,1041138,+,CDS,appA;ECK0971;JW0963;NP_415500.1
NC_000913.2,b0981,1041253,1043433,-,CDS,etk;ECK0972;JW0964;yccC;NP_415501.1
NC_000913.2,b0982,1043453,1043899,-,CDS,etp;ECK0973;JW5132;yccY;NP_415502.4
NC_000913.2,b0983,1043887,1045026,-,CDS,gfcE;ECK0974;JW0966;yccZ;NP_415503.1
NC_000913.2,b0984,1045072,1047168,-,CDS,gfcD;ECK0975;JW0967;ymcA;NP_415504.1
NC_000913.2,b0985,1047168,1047914,-,CDS,gfcC;ECK0976;JW0968;ymcB;NP_415505.1
NC_000913.2,b0986,1047911,1048555,-,CDS,gfcB;ECK0977;JW0969;ymcC;NP_415506.1
NC_000913.2,b0987,1048662,1048967,-,CDS,gfcA;ECK0978;JW5133;ymcD;NP_415507.2
NC_000913.2,b4516,1049056,1049331,+,CDS,insA;ECK4531;YP_588445.1
NC_000913.2,b0988,1049250,1049753,+,CDS,insB1;ECK0022;NP_415508.1
NC_000913.2,b0989,1050186,1050398,-,CDS,cspH;cspK;ECK0979;JW5134;NP_415509.1
NC_000913.2,b0990,1050684,1050896,+,CDS,cspG;cspI;ECK0980;JW0974;NP_415510.1
NC_000913.2,b0991,1051070,1051300,+,CDS,ymcE;ECK0981;JW0975;sfa;NP_415511.1
NC_000913.2,b4517,1051290,1051463,+,CDS,gnsA;ECK0982;JW0976;sfa;yccL;YP_588446.1
NC_000913.2,b0992,1051512,1052585,-,CDS,yccM;ECK0983;JW0977;NP_415512.1
NC_000913.2,b0993,1052657,1055401,-,CDS,torS;ECK0984;JW5135;yccI;NP_415513.2
NC_000913.2,b0994,1055484,1056512,+,CDS,torT;ECK0985;JW0979;yccH;NP_415514.1
NC_000913.2,b0995,1056485,1057177,-,CDS,torR;ECK0986;JW0980;NP_415515.1
NC_000913.2,b0996,1057307,1058479,+,CDS,torC;ECK0987;JW0981;NP_415516.1
NC_000913.2,b0997,1058479,1061025,+,CDS,torA;ECK0988;JW0982;NP_415517.1
NC_000913.2,b0998,1061022,1061621,+,CDS,torD;ECK0989;JW0983;NP_415518.1
NC_000913.2,b0999,1061773,1062078,-,CDS,cbpM;ECK0990;JW0984;yccD;NP_415519.1
NC_000913.2,b1000,1062078,1062998,-,CDS,cbpA;ECK0991;JW0985;NP_415520.1
NC_000913.2,b1001,1063259,1064515,+,CDS,yccE;ECK0992;JW0986;NP_415521.1
NC_000913.2,b1002,1064808,1066049,+,CDS,agp;ECK0993;JW0987;NP_415522.1
NC_000913.2,b1003,1066087,1066314,-,CDS,yccJ;ECK0994;JW0988;NP_415523.1
NC_000913.2,b1004,1066335,1066931,-,CDS,wrbA;ECK0995;JW0989;NP_415524.1
NC_000913.2,b4518,1067304,1067477,+,CDS,ymdF;ECK0996;JW5136;NP_415525.2
NC_000913.2,b1006,1067734,1069062,-,CDS,rutG;ECK0997;JW5137;ycdG;NP_415526.4
NC_000913.2,b1007,1069083,1069577,-,CDS,rutF;ECK0998;JW5138;ycdH;NP_415527.4
NC_000913.2,b1008,1069588,1070178,-,CDS,rutE;ECK0999;JW0993;ycdI;NP_415528.1
NC_000913.2,b1009,1070188,1070988,-,CDS,rutD;ECK1000;JW0994;ycdJ;NP_415529.1
NC_000913.2,b1010,1070996,1071382,-,CDS,rutC;ECK1001;JW0995;ycdK;NP_415530.1
NC_000913.2,b1011,1071394,1072086,-,CDS,rutB;ECK1002;JW5139;ycdL;NP_415531.2
NC_000913.2,b1012,1072086,1073234,-,CDS,rutA;ECK1003;JW0997;ycdM;NP_415532.3
NC_000913.2,b1013,1073465,1074103,+,CDS,rutR;ECK1004;JW0998;ycdC;NP_415533.1
NC_000913.2,b1014,1074143,1078105,-,CDS,putA;ECK1005;JW0999;poaA;putC;NP_415534.1
NC_000913.2,b1015,1078528,1080036,+,CDS,putP;ECK1006;JW1001;putC;NP_415535.1
NC_000913.2,b1018,1081466,1082593,+,CDS,efeO;ECK1008;JW1003;ycdO;NP_415537.1
NC_000913.2,b1019,1082599,1083870,+,CDS,efeB;ECK1009;JW1004;ycdB;NP_415538.1
NC_000913.2,b1020,1084215,1085279,+,CDS,phoH;ECK1010;JW1005;psiH;NP_415539.1
NC_000913.2,b1021,1085329,1085742,-,CDS,pgaD;ECK1011;hmsS;JW1006;ycdP;NP_415540.1
NC_000913.2,b1022,1085744,1087069,-,CDS,pgaC;ECK1012;hmsR;JW1007;ycdQ;NP_415541.1
NC_000913.2,b1023,1087062,1089080,-,CDS,pgaB;ECK1013;JW5142;ycdR;NP_415542.1
NC_000913.2,b1024,1089089,1091512,-,CDS,pgaA;ECK1014;JW1010;ycdS;NP_415543.1
NC_000913.2,b1025,1092099,1093457,+,CDS,ycdT;ECK1015;JW5143;NP_415544.1
NC_000913.2,b1026,1093498,1094364,-,CDS,insF1;ECK0299;NP_415545.1
NC_000913.2,b1027,1094361,1094660,-,CDS,insE1;ECK0298;NP_415546.2
NC_000913.2,b1029,1095066,1096052,+,CDS,ycdU;ECK1017;JW1015;NP_415548.1
NC_000913.2,b1032,1096788,1096875,-,tRNA,serX;ECK1018;JWR0027
NC_000913.2,b1033,1097109,1098047,+,CDS,ghrA;ECK1019;JW5146;ycdW;NP_415551.2
NC_000913.2,b1034,1098102,1098839,+,CDS,ycdX;ECK1020;JW1017;NP_415552.1
NC_000913.2,b1035,1098863,1099417,+,CDS,ycdY;ECK1021;JW1018;NP_415553.1
NC_000913.2,b1036,1099519,1100010,+,CDS,ycdZ;ECK1022;JW5147;NP_415554.4
NC_000913.2,b1037,1100074,1100907,-,CDS,csgG;agfG;ECK1023;JW1020;NP_415555.1
NC_000913.2,b1038,1100934,1101350,-,CDS,csgF;agfF;ECK1024;JW1021;NP_415556.1
NC_000913.2,b1039,1101375,1101764,-,CDS,csgE;agfE;ECK1025;JW1022;NP_415557.1
NC_000913.2,b1040,1101769,1102419,-,CDS,csgD;agfD;ECK1026;JW1023;NP_415558.1
NC_000913.2,b1041,1103174,1103629,+,CDS,csgB;agfB;ECK1027;JW1024;NP_415559.1
NC_000913.2,b1042,1103670,1104125,+,CDS,csgA;agfA;ECK1028;JW1025;NP_415560.1
NC_000913.2,b1043,1104184,1104516,+,CDS,csgC;agfC;ECK1029;JW1026;ycdE;NP_415561.1
NC_000913.2,b1044,1104637,1104948,+,CDS,ymdA;ECK1030;JW1031;NP_415562.1
NC_000913.2,b1045,1105043,1105576,+,CDS,ymdB;ECK1031;JW1032;NP_415563.1
NC_000913.2,b1046,1105578,1106999,+,CDS,clsC;ECK1032;JW5150;ymdC;NP_415564.2
NC_000913.2,b1047,1107007,1108164,-,CDS,opgC;ECK1033;JW1034;mdoC;ymdD;NP_415565.1
NC_000913.2,b1048,1108558,1110093,+,CDS,opgG;ECK1034;JW1035;mdoA;mdoG;NP_415566.1
NC_000913.2,b1049,1110086,1112629,+,CDS,opgH;ECK1035;JW1037;mdoA;mdoH;NP_415567.1
NC_000913.2,b1050,1112802,1113029,+,CDS,yceK;ECK1036;JW5151;NP_415568.1
NC_000913.2,b1051,1113030,1113404,-,CDS,msyB;ECK1037;JW1039;NP_415569.4
NC_000913.2,b1053,1113487,1114713,-,CDS,mdtG;ECK1038;JW1040;yceE;NP_415571.1
NC_000913.2,b1054,1114885,1115805,-,CDS,waaM;ECK1039;htrB;JW1041;lpxL;NP_415572.1
NC_000913.2,b1055,1116030,1117082,+,CDS,yceA;ECK1040;JW1042;NP_415573.1
NC_000913.2,b1056,1117124,1117699,-,CDS,yceI;ECK1041;JW1043;NP_415574.1
NC_000913.2,b1057,1117703,1118269,-,CDS,yceJ;ECK1042;JW1044;NP_415575.1
NC_000913.2,b1058,1118530,1118670,-,CDS,yceO;ECK1043;JW1045;NP_415576.1
NC_000913.2,b1059,1118691,1119809,-,CDS,solA;ECK1044;JW1046;NP_415577.1
NC_000913.2,b1060,1119924,1120178,-,CDS,bssS;ECK1045;JW5152;yceP;NP_415578.3
NC_000913.2,b1061,1120465,1120710,-,CDS,dinI;ECK1046;JW1048;NP_415579.1
NC_000913.2,b1062,1120784,1121830,-,CDS,pyrC;ECK1047;JW1049;NP_415580.1
NC_000913.2,b1063,1121936,1122496,-,CDS,yceB;ECK1048;JW1050;NP_415581.1
NC_000913.2,b1064,1122630,1123277,-,CDS,grxB;ECK1049;JW1051;NP_415582.1
NC_000913.2,b1065,1123341,1124549,-,CDS,mdtH;ECK1050;JW1052;yceL;NP_415583.4
NC_000913.2,b1066,1124785,1125369,+,CDS,rimJ;ECK1051;JW1053;tcp;NP_415584.1
NC_000913.2,b1067,1125380,1126027,+,CDS,yceH;ECK1052;JW1054;NP_415585.1
NC_000913.2,b1068,1126029,1126952,+,CDS,yceM;ECK1053;JW1055;mviM;mviS;NP_415586.1
NC_000913.2,b1069,1127062,1128597,+,CDS,murJ;ECK1054;JW1056;mviN;mviS;yceN;NP_415587.1
NC_000913.2,b1070,1128637,1129053,-,CDS,flgN;ECK1055;JW1057;NP_415588.1
NC_000913.2,b1071,1129058,1129351,-,CDS,flgM;ECK1056;JW1058;mviS;NP_415589.1
NC_000913.2,b1072,1129427,1130086,-,CDS,flgA;ECK1057;flaU;JW1059;NP_415590.1
NC_000913.2,b1073,1130241,1130657,+,CDS,flgB;ECK1058;flbA;JW1060;NP_415591.1
NC_000913.2,b1074,1130661,1131065,+,CDS,flgC;ECK1059;flaW;JW1061;NP_415592.1
NC_000913.2,b1075,1131077,1131772,+,CDS,flgD;ECK1060;flaV;JW1062;NP_415593.1
NC_000913.2,b1076,1131797,1133005,+,CDS,flgE;ECK1061;flaK;JW1063;NP_415594.1
NC_000913.2,b1077,1133025,1133780,+,CDS,flgF;ECK1062;flaX;JW1064;NP_415595.1
NC_000913.2,b1078,1133952,1134734,+,CDS,flgG;ECK1063;flaL;JW1065;NP_415596.1
NC_000913.2,b1079,1134787,1135485,+,CDS,flgH;ECK1064;flaY;JW5153;NP_415597.1
NC_000913.2,b1080,1135497,1136594,+,CDS,flgI;ECK1065;flaM;JW1067;NP_415598.3
NC_000913.2,b1081,1136594,1137535,+,CDS,flgJ;ECK1066;flaZ;JW1068;NP_415599.1
NC_000913.2,b1082,1137601,1139244,+,CDS,flgK;ECK1067;flaS;JW1069;NP_415600.1
NC_000913.2,b1083,1139256,1140209,+,CDS,flgL;ECK1068;flaT;JW1070;NP_415601.1
NC_000913.2,b1084,1140405,1143590,-,CDS,rne;ams;ECK1069;hmp1;JW1071;smbB;NP_415602.1
NC_000913.2,b1085,1143725,1144045,+,CDS,yceQ;ECK1070;JW5154;NP_415603.2
NC_000913.2,b1086,1144163,1145122,+,CDS,rluC;ECK1071;JW1072;yceC;NP_415604.1
NC_000913.2,b1087,1145234,1145818,-,CDS,yceF;ECK1072;JW5155;NP_415605.2
NC_000913.2,b4418,1145812,1145980,+,ncRNA,psrD;ECK1073;JWR0228;pke20;psrA4;sraB
NC_000913.2,b1088,1146017,1146538,+,CDS,yceD;ECK1074;JW1074;NP_415606.1
NC_000913.2,b1089,1146590,1146763,+,CDS,rpmF;ECK1075;JW1075;NP_415607.1
NC_000913.2,b1090,1146844,1147914,+,CDS,plsX;ECK1076;JW5156;NP_415608.2
NC_000913.2,b1091,1147982,1148935,+,CDS,fabH;ECK1077;JW1077;NP_415609.1
NC_000913.2,b1092,1148951,1149880,+,CDS,fabD;ECK1078;JW1078;tfpA;NP_415610.1
NC_000913.2,b1093,1149893,1150627,+,CDS,fabG;ECK1079;JW1079;NP_415611.1
NC_000913.2,b1094,1150838,1151074,+,CDS,acpP;ECK1080;JW1080;NP_415612.1
NC_000913.2,b1095,1151162,1152403,+,CDS,fabF;cvc;ECK1081;fabJ;JW1081;vtr;NP_415613.1
NC_000913.2,b1096,1152523,1153332,+,CDS,pabC;ECK1082;JW1082;NP_415614.1
NC_000913.2,b1097,1153335,1154357,+,CDS,yceG;ECK1083;JW1083;NP_415615.1
NC_000913.2,b1098,1154347,1154988,+,CDS,tmk;ECK1084;JW1084;ycfG;NP_415616.1
NC_000913.2,b1099,1154985,1155989,+,CDS,holB;ECK1085;JW1085;NP_415617.1
NC_000913.2,b1100,1156000,1156797,+,CDS,ycfH;ECK1086;JW1086;NP_415618.1
NC_000913.2,b1101,1157092,1158525,+,CDS,ptsG;car;cat;CR;ECK1087;glcA;JW1087;tgl;umg;umgC;NP_415619.1
NC_000913.2,b1102,1158585,1160774,-,CDS,fhuE;ECK1088;JW1088;NP_415620.1
NC_000913.2,b1103,1161108,1161467,+,CDS,hinT;ECK1089;JW1089;ycfF;NP_415621.3
NC_000913.2,b1104,1161470,1161847,+,CDS,ycfL;ECK1090;JW1090;NP_415622.1
NC_000913.2,b1105,1161861,1162502,+,CDS,lpoB;ECK1091;JW5157;ycfM;NP_415623.1
NC_000913.2,b1106,1162483,1163307,+,CDS,thiK;ECK1092;JW1092;ycfN;NP_415624.1
NC_000913.2,b1107,1163318,1164343,+,CDS,nagZ;ECK1093;JW1093;ycfO;NP_415625.1
NC_000913.2,b1108,1164366,1164908,+,CDS,ycfP;ECK1094;JW5158;NP_415626.4
NC_000913.2,b1109,1165308,1166612,+,CDS,ndh;ECK1095;JW1095;NP_415627.1
NC_000913.2,b1110,1166822,1167361,+,CDS,ycfJ;ECK1096;JW1096;NP_415628.1
NC_000913.2,b1111,1167423,1168055,-,CDS,ycfQ;ECK1097;JW5159;NP_415629.4
NC_000913.2,b1112,1168296,1168553,+,CDS,bhsA;ECK1098;JW1098;ycfR;NP_415630.1
NC_000913.2,b1113,1168635,1169597,-,CDS,ycfS;ECK1099;JW5820;NP_415631.1
NC_000913.2,b1114,1169741,1173187,-,CDS,mfd;ECK1100;JW1100;NP_415632.1
NC_000913.2,b1115,1173315,1174388,-,CDS,ycfT;ECK1101;JW1101;NP_415633.1
NC_000913.2,b1116,1174650,1175849,+,CDS,lolC;ECK1102;JW5161;ycfU;NP_415634.1
NC_000913.2,b1117,1175842,1176543,+,CDS,lolD;ECK1103;JW5162;ycfV;NP_415635.4
NC_000913.2,b1118,1176543,1177787,+,CDS,lolE;ECK1104;JW1104;ycfW;NP_415636.1
NC_000913.2,b1119,1177816,1178727,+,CDS,nagK;ECK1105;JW1105;ycfX;NP_415637.1
NC_000913.2,b1120,1178854,1179582,+,CDS,cobB;ECK1106;JW1106;npdA;ycfY;NP_415638.2
NC_000913.2,b1121,1179702,1180490,-,CDS,ycfZ;ECK1107;JW1107;NP_415639.1
NC_000913.2,b1122,1180487,1180948,-,CDS,ymfA;ECK1108;JW5164;NP_415640.2
NC_000913.2,b1123,1181006,1182052,-,CDS,potD;ECK1109;JW1109;NP_415641.1
NC_000913.2,b1124,1182049,1182843,-,CDS,potC;ECK1110;JW1110;NP_415642.1
NC_000913.2,b1125,1182840,1183667,-,CDS,potB;ECK1111;JW1111;NP_415643.3
NC_000913.2,b1126,1183681,1184817,-,CDS,potA;ECK1112;JW1112;NP_415644.1
NC_000913.2,b1127,1185067,1186293,+,CDS,pepT;ECK1113;JW1113;NP_415645.1
