locus_tag,mutation_density,mutation_count,avg_length,start,end,strand,type,gc_content,cpg_excess,gene_names
b1249,0.004106776180698152,6,1461.0,1307185,1308645,-,CDS,0.5167693360711841,1.2541125480207704,clsA;cls;ECK1243;nov;yciJ;NP_415765.1
b4595,0.0,0,174.0,1308788,1308961,+,CDS,0.5057471264367817,1.4652631578947368,yciY;ECK4405;YP_001165316.1
b1250,0.0,0,1254.0,1309016,1310269,-,CDS,0.423444976076555,1.2452830188679245,kch;ECK1244;NP_415766.1
b1251,0.0,0,297.0,1310569,1310865,-,CDS,0.4882154882154882,1.0253164556962024,yciI;ECK1245;NP_415767.2
b1252,0.0,0,720.0,1311089,1311808,+,CDS,0.5444444444444444,1.1246485473289596,tonB;ECK1246;exbA;T1rec;NP_415768.1
b1253,0.0,0,399.0,1311848,1312246,-,CDS,0.48370927318295737,1.1362541073384447,yciA;ECK1247;NP_415769.1
b1254,0.0,0,540.0,1312351,1312890,-,CDS,0.4648148148148148,0.9955499046408137,yciB;ECK1248;NP_415770.1
b1255,0.0013440860215053765,1,744.0,1312920,1313663,-,CDS,0.4932795698924731,0.9516896715849597,yciC;ECK1249;NP_415771.1
b1256,0.001564945226917058,1,639.0,1314020,1314658,+,CDS,0.5007824726134585,0.9569261083743843,ompW;ECK1250;yciD;NP_415772.1
b1257,0.0019723865877712033,1,507.0,1314718,1315224,-,CDS,0.40631163708086787,1.1470588235294117,yciE;ECK1251;NP_415773.1
b1258,0.0,0,501.0,1315270,1315770,-,CDS,0.4311377245508982,1.038073038073038,yciF;ECK1252;NP_415774.1
b1259,0.0,0,180.0,1315856,1316035,-,CDS,0.5111111111111111,1.4912280701754386,yciG;ECK1253;NP_415775.4
b1260,0.0012391573729863693,1,807.0,1316416,1317222,-,CDS,0.5353159851301115,1.1762083377987353,trpA;ECK1254;try;tryp;NP_415776.1
b1261,0.0008375209380234506,1,1194.0,1317222,1318415,-,CDS,0.5469011725293133,1.1994704821991888,trpB;ECK1255;NP_415777.1
b1262,0.000735023888276369,1,1360.5,1318427,1319788,-,CDS,0.5279001468428781,1.2620145139689165,trpC;ECK1256;trpCF;trpF;NP_415778.3
b1263,0.0,0,1596.0,1319789,1321384,-,CDS,0.5639097744360902,1.1744857389801209,trpD;ECK1257;trpGD;NP_415779.1
b1264,0.0019193857965451055,3,1563.0,1321384,1322946,-,CDS,0.5438259756877799,1.2214389039455964,trpE;anth;ECK1258;tryD;tryp-4;NP_415780.1
b1265,0.0,0,45.0,1323038,1323082,-,CDS,0.4444444444444444,0.9375,trpL;ECK1259;trpEE;NP_415781.1
b1266,0.0011337868480725624,1,882.0,1323220,1324101,+,CDS,0.5408163265306123,1.1049901185770752,rnm;ECK1260;trpH;yciV;NP_415782.1
b1267,0.001610305958132045,1,621.0,1324098,1324718,+,CDS,0.48148148148148145,1.3918773534158149,yciO;ECK1261;NP_415783.6
b1268,0.0010548523206751054,2,1896.0,1324746,1326641,+,CDS,0.4699367088607595,1.1559213534522177,yciQ;ECK1262;yciP;NP_415784.1
b1269,0.001141552511415525,1,876.0,1326852,1327727,+,CDS,0.5376712328767124,1.3333577847056666,rluB;ECK1263;yciL;NP_415785.1
b1270,0.00338409475465313,2,591.0,1327767,1328357,-,CDS,0.5025380710659898,1.1474667159763314,btuR;cobA;ECK1264;NP_415786.1
b1271,0.0,0,759.0,1328354,1329112,-,CDS,0.5243741765480896,1.073984232868405,yciK;ECK1265;NP_415787.1
b1272,0.0009523809523809524,1,1050.0,1329332,1330381,+,CDS,0.5057142857142857,1.129885993485342,sohB;ECK1266;NP_415788.1
b1273,0.0,0,252.0,1330417,1330668,-,CDS,0.4722222222222222,1.1389830508474577,yciN;ECK1267;NP_415789.1
b1274,0.0011547344110854503,3,2598.0,1331048,1333645,+,CDS,0.5177059276366436,1.235756961485117,topA;ECK1268;supX;NP_415790.1
b1275,0.0,0,975.0,1333855,1334829,+,CDS,0.48307692307692307,1.230661040787623,cysB;ECK1269;NP_415791.1
b4522,0.0,0,135.0,1335148,1335288,+,CDS,0.48936170212765956,0.7369337979094077,ymiA;ECK4433;yciX_1;YP_588449.3
b4523,0.0,0,168.0,1335291,1335458,+,CDS,0.4583333333333333,1.0216216216216216,yciX;ECK1270;yciX_2;YP_588450.2
b1276,0.0011210762331838565,3,2676.0,1335831,1338506,+,CDS,0.5291479820627802,1.1355710662692686,acnA;acn;ECK1271;NP_415792.1
b1277,0.001692047377326565,1,591.0,1338570,1339160,-,CDS,0.5008460236886633,1.2142172305163677,ribA;ECK1272;NP_415793.1
b1278,0.00130718954248366,1,765.0,1339330,1340094,+,CDS,0.5058823529411764,0.9505159094592405,pgpB;ECK1273;NP_415794.1
b1279,0.0,0,309.0,1340243,1340551,+,CDS,0.5016181229773463,1.3733333333333333,lapA;ECK1274;yciS;NP_415795.1
b1280,0.0,0,1170.0,1340558,1341727,+,CDS,0.5188034188034188,1.1117300131061598,lapB;ECK1275;yciM;NP_415796.1
b1281,0.0,0,738.0,1341921,1342658,+,CDS,0.5298102981029811,1.0336680761099366,pyrF;ECK1276;NP_415797.1
b1282,0.0030581039755351682,1,327.0,1342658,1342984,+,CDS,0.4984709480122324,1.2709888059701493,yciH;ECK1277;NP_415798.2
b1283,0.0,0,219.0,1343110,1343328,-,CDS,0.5205479452054794,0.9874396135265701,osmB;ECK1278;NP_415799.1
b1284,0.0013333333333333333,1,750.0,1343597,1344346,-,CDS,0.488,1.2093523246439128,yciT;deoT;ECK1279;NP_415800.1
b4596,0.0,0,174.0,1344436,1344609,-,CDS,0.47701149425287354,1.1114982578397212,yciZ;deoL;ECK4406;YP_001165317.1
b1285,0.0,0,1986.0,1344757,1346742,-,CDS,0.48489425981873113,1.1240117168260881,pdeR;ECK1280;gmr;yciR;NP_415801.1
b4672,0.009523809523809525,1,105.0,1346796,1346900,+,CDS,0.3047619047619048,2.058823529411765,ymiB;ECK4487;YP_002791239.1
b1286,0.0005167958656330749,1,1935.0,1346978,1348912,-,CDS,0.5322997416020672,1.2623261145824298,rnb;ECK1281;NP_415802.1
b1287,0.0008865248226950354,1,1128.0,1348980,1350107,-,CDS,0.5079787234042553,1.1050427371359994,yciW;ECK1282;NP_415803.2
b1288,0.0,0,789.0,1350251,1351039,-,CDS,0.532319391634981,1.1272451015965168,fabI;ECK1283;envM;gts;qmeA;NP_415804.1
b1289,0.0,0,354.0,1351407,1351760,-,CDS,0.4971751412429379,1.0680834317197954,ycjD;ECK1284;NP_415805.1
b1290,0.0,0,807.0,1351828,1352634,-,CDS,0.5117719950433705,1.3296144612342888,sapF;ECK1285;NP_415806.1
b1291,0.0,0,993.0,1352636,1353628,-,CDS,0.513595166163142,1.1767575720265944,sapD;ECK1286;trkE;NP_415807.1
b1292,0.0,0,891.0,1353628,1354518,-,CDS,0.569023569023569,1.2514044943820226,sapC;ECK1287;NP_415808.1
b1293,0.0,0,966.0,1354505,1355470,-,CDS,0.5144927536231884,1.1110283159463488,sapB;ECK1288;NP_415809.1
b1294,0.0,0,1644.0,1355467,1357110,-,CDS,0.5425790754257908,1.2646153846153845,sapA;ECK1289;NP_415810.1
b1295,0.0,0,246.0,1357423,1357668,-,CDS,0.483739837398374,1.1137521222410867,ymjA;ECK1290;NP_415811.1
b1296,0.0,0,1386.0,1357802,1359187,-,CDS,0.5331890331890332,1.2706457007070144,puuP;ECK1291;ycjJ;NP_415812.4
b1297,0.0,0,1419.0,1359490,1360908,-,CDS,0.5348837209302325,1.1980281611521233,puuA;ECK1292;ycjK;NP_415813.4
b1298,0.00261437908496732,2,765.0,1361120,1361884,+,CDS,0.5228758169934641,1.056338028169014,puuD;ECK1293;ycjL;NP_415814.4
b1299,0.0017921146953405018,1,558.0,1361911,1362468,+,CDS,0.5089605734767025,0.9994029850746268,puuR;ECK1294;ycjC;NP_415815.1
b1300,0.0013440860215053765,2,1488.0,1362743,1364230,+,CDS,0.573252688172043,1.2766210196337238,puuC;aldH;ECK1295;NP_415816.1
b1301,0.0,0,1281.0,1364232,1365512,+,CDS,0.5823575331772053,1.3259344450833812,puuB;ECK1296;ordL;ycjA;NP_415817.1
b1302,0.001579778830963665,2,1266.0,1365550,1366815,+,CDS,0.5766192733017378,1.3802255639097745,puuE;ECK1297;goaG;NP_415818.1
b1303,0.0,0,978.0,1366935,1367912,-,CDS,0.5173824130879345,1.2732577290480447,pspF;ECK1298;ycjB;NP_415819.4
b1304,0.004484304932735426,3,669.0,1368079,1368747,+,CDS,0.49327354260089684,1.300923675255226,pspA;cog;ECK1299;NP_415820.1
b1305,0.0,0,225.0,1368801,1369025,+,CDS,0.47555555555555556,1.2765957446808511,pspB;ECK1300;NP_415821.1
b1306,0.002777777777777778,1,360.0,1369025,1369384,+,CDS,0.5027777777777778,1.2352941176470587,pspC;ECK1301;NP_415822.1
b1307,0.0,0,222.0,1369393,1369614,+,CDS,0.545045045045045,0.9327731092436975,pspD;ECK1302;NP_415823.1
b1308,0.0,0,315.0,1369689,1370003,+,CDS,0.5079365079365079,0.9882352941176471,pspE;ECK1303;NP_415824.1
b1309,0.0011904761904761906,2,1680.0,1370216,1371895,+,CDS,0.4386904761904762,1.2520661157024793,ycjM;ECK1304;ggaP;NP_415825.4
b1310,0.0,0,1293.0,1371909,1373201,+,CDS,0.5003866976024749,1.1152320165602898,ycjN;ECK1305;NP_415826.1
b1311,0.0,0,882.0,1373222,1374103,+,CDS,0.536281179138322,1.2302575107296136,ycjO;ECK1306;NP_415827.1
b1312,0.0,0,843.0,1374090,1374932,+,CDS,0.527876631079478,1.1749959599224304,ycjP;ECK1307;NP_415828.1
b1313,0.000949667616334283,1,1053.0,1374963,1376015,+,CDS,0.5574548907882241,1.39694176790951,ycjQ;ECK1308;NP_415829.1
b1314,0.0012674271229404308,1,789.0,1376034,1376822,+,CDS,0.5361216730038023,1.3962412078311903,ycjR;dte;ECK1309;NP_415830.2
b1315,0.000946969696969697,1,1056.0,1376832,1377887,+,CDS,0.5473484848484849,1.1191155749846453,ycjS;ECK1310;NP_415831.1
b1316,0.0004409171075837742,1,2268.0,1377884,1380151,+,CDS,0.5374779541446209,1.1163107678328033,ycjT;ECK1311;NP_415832.1
b1317,0.0015151515151515152,1,660.0,1380148,1380807,+,CDS,0.5651515151515152,1.1584944751381214,ycjU;ECK1312;pgmB;NP_415833.1
b1319,0.0,0,906.0,1381947,1382852,+,CDS,0.4988962472406181,1.4681017064436754,ompG;ECK1315;NP_415835.1
b1320,0.001001001001001001,1,999.0,1382963,1383961,-,CDS,0.4544544544544545,1.1853991596638656,ycjW;ECK1316;NP_415836.1
b1321,0.000715307582260372,1,1398.0,1384117,1385514,+,CDS,0.5443490701001431,1.1534653465346534,ycjX;ECK1317;NP_415837.1
b1322,0.0009416195856873823,1,1062.0,1385511,1386572,+,CDS,0.5630885122410546,1.2447200728265817,ycjF;ECK1318;NP_415838.1
b1323,0.0012970168612191958,2,1542.0,1386720,1388261,+,CDS,0.5214007782101168,1.2811229174865537,tyrR;ECK1319;NP_415839.1
b1324,0.0,0,507.0,1388305,1388811,-,CDS,0.5128205128205128,1.050995024875622,tpx;ECK1320;yzzJ;NP_415840.1
b1325,0.002070393374741201,2,966.0,1388930,1389895,+,CDS,0.546583850931677,1.166048401342519,ycjG;ECK1321;ycjH;NP_415841.4
b1326,0.0,0,729.0,1389870,1390598,-,CDS,0.5486968449931413,1.0574729891956782,mpaA;ECK1322;ycjI;NP_415842.2
b1327,0.0,0,921.0,1390933,1391853,-,CDS,0.4799131378935939,0.9810717797443461,ycjY;ECK1324;NP_415843.2
b1328,0.0,0,900.0,1391991,1392890,+,CDS,0.46555555555555556,1.1126373626373627,pgrR;ECK1325;ycjZ;NP_415844.1
b1329,0.0,0,1614.0,1393227,1394840,+,CDS,0.4795539033457249,1.210210954080164,mppA;ECK1326;ynaH;NP_415845.2
b1330,0.0009689922480620155,1,1032.0,1394891,1395922,-,CDS,0.4321705426356589,1.2879227053140097,ynaI;ECK1327;NP_415846.1
b1331,0.003003003003003003,3,999.0,1396112,1397092,+,CDS,0.5504587155963303,0.794484633018078,insH4;ECK0261;trs5-4;yi52_4;YP_009518770.2
b1332,0.0,0,258.0,1397365,1397622,+,CDS,0.45348837209302323,1.4219228413962033,ynaJ;ECK1328;NP_415848.1
b1333,0.0010515247108307045,1,951.0,1397672,1398622,-,CDS,0.5057833859095688,1.0872336739996535,uspE;ECK1329;ydaA;NP_415849.1
b1334,0.0,0,753.0,1398774,1399526,-,CDS,0.5166002656042497,1.1345757335448057,fnr;ECK1330;nirA;nirR;ossA;oxrA;NP_415850.1
b1335,0.0,0,516.0,1399721,1400236,-,CDS,0.5310077519379846,1.08048322147651,ogt;ECK1331;NP_415851.1
b1336,0.0,0,1527.0,1400247,1401773,-,CDS,0.49246889325474785,1.145560706323649,abgT;ECK1332;ydaH;NP_415852.2
b1337,0.0027662517289073307,4,1446.0,1401810,1403255,-,CDS,0.5255878284923928,1.1527423469387754,abgB;ECK1333;ydaI;NP_415853.1
b1338,0.0,0,1311.0,1403255,1404565,-,CDS,0.5522501906941266,1.114224022419087,abgA;ECK1334;ydaJ;NP_415854.4
b1339,0.0011001100110011,1,909.0,1404741,1405649,+,CDS,0.4961496149614962,1.112914691943128,abgR;ECK1335;NP_415855.1
b1340,0.0,0,564.0,1405979,1406542,+,CDS,0.5425531914893617,1.2088477366255144,smrA;ECK1337;ydaL;NP_415856.1
b1341,0.0016220600162206002,2,1233.0,1406563,1407795,-,CDS,0.4768856447688564,1.2838994816734544,dgcM;ECK1338;ydaM;NP_415857.2
b1342,0.0,0,984.0,1408050,1409033,+,CDS,0.5193089430894309,1.2436261507255424,zntB;ECK1339;ydaN;NP_415858.1
b1343,0.000727802037845706,1,1374.0,1409511,1410884,+,CDS,0.519650655021834,1.185232668566002,dbpA;ECK1340;rhlC;NP_415859.1
b1344,0.003205128205128205,3,936.0,1411013,1411948,-,CDS,0.4861111111111111,1.256155910841405,ttcA;ECK1341;ydaO;NP_415860.1
b1345,0.0,0,1236.0,1412000,1413235,-,CDS,0.42961165048543687,1.0811942524450053,intR;ECK1342;ydaP;NP_415861.1
b1346,0.0,0,216.0,1413237,1413452,-,CDS,0.44907407407407407,0.46511627906976744,xisR;ECK1343;ydaQ;NP_415862.4
b1347,0.0,0,210.0,1413531,1413740,-,CDS,0.3476190476190476,0.9473684210526316,rcbA;ECK1344;ydaC;NP_415863.1
b1348,0.0,0,195.0,1413733,1413927,-,CDS,0.40512820512820513,1.1938775510204083,ralR;ECK1345;lar;ydaB;NP_415864.1
b1349,0.0,0,810.0,1413984,1414793,-,CDS,0.47160493827160493,1.1121179668835983,recT;ECK1346;NP_415865.1
b1350,0.0,0,2601.0,1414786,1417386,-,CDS,0.4940407535563245,1.0711326870248978,recE;ECK1347;rac;rmuB;sbcA;NP_415866.1
b1351,0.0036231884057971015,1,276.0,1417488,1417763,-,CDS,0.391304347826087,0.8592182635766171,racC;ECK1348;sbcA;NP_415867.1
b4526,0.0,0,171.0,1417838,1418008,-,CDS,0.3684210526315789,0.8671399594320488,ydaE;ECK1349;YP_588451.1
b1352,0.0,0,222.0,1418008,1418229,-,CDS,0.4189189189189189,1.1295097132284921,kilR;ECK1350;kil;ydaD;NP_415869.2
b1353,0.0,0,489.0,1418671,1419159,+,CDS,0.3721881390593047,1.1880466472303208,sieB;ECK1351;NP_415870.4
b4527,0.0,0,156.0,1419156,1419311,-,CDS,0.4935897435897436,1.1594594594594594,ydaF;ECK1352;NP_415872.2
b1355,0.0,0,135.0,1419322,1419456,-,CDS,0.4740740740740741,0.8198380566801619,ydaG;ECK1353;gatA;NP_415873.2
b1356,0.0,0,477.0,1419765,1420241,-,CDS,0.4192872117400419,0.7632763276327632,racR;ECK1354;rarC;ydaR;NP_415874.1
b1357,0.0,0,297.0,1420365,1420661,+,CDS,0.43434343434343436,0.7960526315789473,ydaS;ECK1355;NP_415875.1
b1358,0.0,0,423.0,1420684,1421106,+,CDS,0.508274231678487,1.064289432587194,ydaT;ECK1356;NP_415876.1
b1359,0.002331002331002331,2,858.0,1421119,1421976,+,CDS,0.479020979020979,0.8193277310924371,ydaU;ECK1357;NP_415877.1
b1360,0.0,0,747.0,1421983,1422729,+,CDS,0.5274431057563588,1.2059547439460103,ydaV;ECK1358;NP_415878.1
b4528,0.0,0,186.0,1423400,1423585,+,CDS,0.5698924731182796,0.9935897435897435,rzoR;ECK1361;YP_588452.1
b1363,0.0013717421124828531,2,1458.0,1423782,1425239,+,CDS,0.38065843621399176,0.6599568655643422,trkG;ECK1362;NP_415881.1
b1365,0.0,0,264.0,1425377,1425640,+,CDS,0.4810606060606061,1.144314125446201,ynaK;ECK1363;NP_415883.1
b1372,0.0,0,3363.0,1429049,1432411,+,CDS,0.5334522747546833,1.1006539445111594,stfR;ECK1367;ynaB;NP_415890.2
b1373,0.0,0,576.0,1432411,1432986,+,CDS,0.4809027777777778,1.013111608570515,tfaR;ECK1368;ynaC;NP_415891.1
b1374,0.0,0,591.0,1433084,1433674,-,CDS,0.4467005076142132,0.9532258064516129,pinR;ECK1369;ynaD;NP_415892.1
b1375,0.004273504273504274,1,234.0,1433991,1434224,-,CDS,0.358974358974359,0.26666666666666666,ynaE;ECK1370;NP_415893.2
b1376,0.0,0,435.0,1435185,1435619,-,CDS,0.4850574712643678,1.0172692930383163,uspF;ECK1371;UP03;ynaF;yzzL;NP_415894.4
b1377,0.001763668430335097,2,1134.0,1435760,1436893,-,CDS,0.46649029982363316,1.023113937102595,ompN;ECK1372;ynaG;NP_415895.1
b1378,0.0011347517730496454,4,3525.0,1437260,1440784,-,CDS,0.532482269503546,1.1926902377546156,ydbK;ECK1374;pfo;NP_415896.1
b4529,0.0,0,267.0,1441058,1441324,+,CDS,0.5468164794007491,1.1963763880771479,ydbJ;ECK1375;YP_588453.1
b1379,0.0,0,423.0,1441321,1441743,-,CDS,0.46808510638297873,1.0900938047623956,hslJ;ECK1376;ydbI;NP_415897.1
b1380,0.0,0,990.0,1441854,1442843,-,CDS,0.501010101010101,1.241066050176644,ldhA;ECK1377;hslF;hslI;htpH;NP_415898.1
b1381,0.001893939393939394,5,2640.0,1443051,1445690,+,CDS,0.5212121212121212,1.0967776298268976,ydbH;ECK1378;NP_415899.1
b1382,0.0,0,186.0,1445687,1445872,+,CDS,0.43010752688172044,1.1654135338345866,ynbE;ECK1379;NP_415900.1
b1383,0.0,0,327.0,1445880,1446206,+,CDS,0.44954128440366975,1.2191915227629513,ydbL;ECK1380;NP_415901.2
b1384,0.0011037527593818985,1,906.0,1446378,1447283,-,CDS,0.4856512141280353,1.1277072442120986,feaR;ECK1381;maoB;maoX;ydbM;NP_415902.1
b1385,0.0006666666666666666,1,1500.0,1447519,1449018,+,CDS,0.534,1.0789718257858352,feaB;ECK1382;padA;ydbG;NP_415903.4
b1386,0.0008795074758135445,2,2274.0,1449076,1451349,-,CDS,0.5061565523306948,1.1057839258207738,tynA;ECK1383;feaA;maoA;NP_415904.3
b1387,0.001466275659824047,3,2046.0,1451597,1453642,-,CDS,0.5420332355816226,1.020602926022434,paaZ;ECK1384;maoC;ydbN;NP_415905.1
b1388,0.0,0,930.0,1453927,1454856,+,CDS,0.521505376344086,0.9989769820971868,paaA;ECK1385;ydbO;NP_415906.1
b1389,0.0,0,288.0,1454868,1455155,+,CDS,0.4965277777777778,1.0857142857142856,paaB;ECK1386;ynbF;NP_415907.1
b1390,0.0,0,747.0,1455164,1455910,+,CDS,0.5301204819277109,1.0697626841243864,paaC;ECK1387;ydbP;NP_415908.1
b1391,0.002008032128514056,1,498.0,1455925,1456422,+,CDS,0.5582329317269076,1.031857031857032,paaD;ECK1388;ydbQ;NP_415909.4
b1392,0.0,0,1071.0,1456430,1457500,+,CDS,0.5331465919701214,1.0439369262659164,paaE;ECK1389;ydbR;NP_415910.1
b1393,0.0026041666666666665,2,768.0,1457497,1458264,+,CDS,0.5455729166666666,1.2075471698113207,paaF;ECK1390;ydbR;ydbS;NP_415911.1
b1394,0.0,0,789.0,1458264,1459052,+,CDS,0.5449936628643853,1.0837912087912087,paaG;ECK1391;ydbT;NP_415912.1
b1395,0.0014005602240896359,2,1428.0,1459054,1460481,+,CDS,0.5322128851540616,1.0093014051058777,paaH;ECK1392;hbdH;ydbU;NP_415913.1
b1396,0.0,0,423.0,1460471,1460893,+,CDS,0.5153664302600472,0.9263814016172506,paaI;ECK1393;ydbV;NP_415914.1
b1397,0.0,0,1206.0,1460893,1462098,+,CDS,0.5597014925373134,1.0810907721820822,paaJ;ECK1394;ydbW;NP_415915.1
b1398,0.0,0,1314.0,1462125,1463438,+,CDS,0.5182648401826484,1.0859693078609458,paaK;ECK1395;NP_415916.1
b1399,0.0010515247108307045,1,951.0,1463539,1464489,+,CDS,0.5036803364879074,1.0379171947613013,paaX;ECK1396;ydbY;NP_415917.1
b1400,0.001692047377326565,1,591.0,1464471,1465061,+,CDS,0.505922165820643,1.128072625698324,paaY;ECK1397;ydbZ;NP_415918.1
b4674,0.0,0,66.0,1465165,1465230,-,CDS,0.13636363636363635,0.0,ynbG;ECK4489;YP_002791240.1
b1402,0.0,0,906.0,1467921,1468826,-,CDS,0.5507726269315674,1.1708873184138202,insD2;ECK0358;yi22-2;NP_415920.1
b1403,0.0,0,366.0,1468784,1469149,-,CDS,0.5300546448087432,0.9008025682182985,insC2;ECK0357;yi21-2;NP_415921.2
b1404,0.0,0,1152.0,1469358,1470509,+,CDS,0.4583333333333333,0.992091401013334,insI2;ECK0258;tra8-2;NP_415922.1
b1406,0.0,0,861.0,1474221,1475081,+,CDS,0.5307781649245064,1.0921775898520085,pdxI;ECK1399;ydbC;NP_415924.1
b1407,0.00043346337234503684,1,2307.0,1475144,1477450,+,CDS,0.43476376246207193,1.1046183187678047,ydbD;ECK1400;NP_415925.2
b1408,0.0,0,606.0,1477621,1478226,+,CDS,0.46534653465346537,1.2503019323671498,ynbA;ECK1401;NP_415926.4
b1409,0.0011148272017837235,1,897.0,1478226,1479122,+,CDS,0.4358974358974359,1.07439446366782,ynbB;ECK1402;NP_415927.1
b1410,0.0011376564277588168,2,1758.0,1479138,1480895,+,CDS,0.5091012514220705,1.195918367346939,ynbC;ECK1403;NP_415928.1
b1411,0.0,0,1293.0,1480909,1482201,+,CDS,0.505800464037123,1.0282014143307487,ynbD;ECK1404;NP_415929.1
b1412,0.0,0,606.0,1482255,1482860,-,CDS,0.5198019801980198,1.2947673949850842,azoR;acpD;ECK1405;NP_415930.1
b1413,0.0005124263387138099,2,3903.0,1483061,1486963,+,CDS,0.5344606712785037,1.3338474966864173,hrpA;ECK1406;NP_415931.4
b1414,0.0,0,801.0,1487235,1488035,+,CDS,0.5118601747815231,1.315270935960591,ydcF;ECK1407;NP_415932.1
b1415,0.0006944444444444445,1,1440.0,1488232,1489671,+,CDS,0.5097222222222222,1.1288669118977266,aldA;ald;ECK1408;NP_415933.1
b1418,0.0,0,531.0,1490902,1491432,+,CDS,0.4764595103578154,1.0979323308270676,cybB;ECK1410;NP_415935.2
b1419,0.0,0,174.0,1491677,1491850,+,CDS,0.4425287356321839,0.9521203830369357,ydcA;ECK1411;NP_415936.1
b4428,0.0,0,150.0,1491922,1492071,-,CDS,0.5333333333333333,0.8458646616541353,hokB;ECK1412;ydcB;YP_025301.1
b1420,0.0,0,168.0,1491962,1492129,-,CDS,0.5119047619047619,0.833976833976834,mokB;ECK1413;NP_415937.1
b1421,0.0,0,1641.0,1492470,1494110,+,CDS,0.5124923826934796,1.1803059710012558,trg;ECK1415;NP_415938.1
b1422,0.0010822510822510823,1,924.0,1494148,1495071,-,CDS,0.5054112554112554,1.1199999999999999,ydcI;ECK1416;NP_415939.2
b1423,0.000744047619047619,1,1344.0,1495288,1496631,+,CDS,0.5267857142857143,1.1013295842538662,ydcJ;ECK1417;NP_415940.1
b1424,0.0,0,1656.0,1496856,1498511,+,CDS,0.5078502415458938,1.304602131036046,opgD;ECK1418;mdoD;ydcG;yzzZ;NP_415941.5
b1426,0.0,0,225.0,1498651,1498875,+,CDS,0.41333333333333333,1.1554621848739497,ydcH;ECK1419;NP_415943.4
b1427,0.001851851851851852,1,540.0,1498938,1499477,+,CDS,0.43333333333333335,1.1097247706422018,rimL;ECK1420;NP_415944.1
b1428,0.0,0,981.0,1499469,1500449,-,CDS,0.4841997961264016,1.4162486014364601,ydcK;ECK1421;NP_415945.1
b1429,0.0,0,993.0,1500573,1501565,+,CDS,0.5317220543806647,0.9237746380603524,tehA;ECK1422;NP_415946.1
b1430,0.0,0,594.0,1501562,1502155,+,CDS,0.4595959595959596,1.2493797864308058,tehB;ECK1423;NP_415947.1
b1431,0.0,0,669.0,1502457,1503125,+,CDS,0.4469357249626308,1.0496234534696072,ydcL;ECK1424;NP_415948.1
b1432,0.0008481764206955047,1,1179.0,1503657,1504865,+,CDS,0.5144747725392886,0.9399782304462758,insQ;ECK1426;tnpB;ydcM;NP_415949.3
b1433,0.0017006802721088435,2,1176.0,1504905,1506080,-,CDS,0.5297619047619048,1.1447033240136688,ydcO;ECK1427;NP_415950.4
b1434,0.0,0,537.0,1506172,1506708,+,CDS,0.4934823091247672,1.1930614105047284,sutR;ECK1428;ydcN;NP_415951.1
b1435,0.0,0,1962.0,1506781,1508742,+,CDS,0.5107033639143731,1.2219809000606854,rlhA;ECK1429;ydcP;NP_415952.2
b1436,0.0,0,231.0,1508834,1509064,-,CDS,0.48917748917748916,1.3302845528455285,yncJ;ECK1430;NP_415953.1
b4532,0.005649717514124294,1,177.0,1509286,1509462,+,CDS,0.4915254237288136,1.1346153846153846,hicA;ECK1431;yncN;NP_415954.2
b1438,0.0,0,417.0,1509508,1509924,+,CDS,0.4556354916067146,1.2475346260387812,hicB;ECK1432;ydcQ;NP_415955.2
b1439,0.0,0,1407.0,1510003,1511409,+,CDS,0.5138592750533049,1.2509350665276842,ydcR;ECK1433;NP_415956.1
b1440,0.0,0,1146.0,1511654,1512799,+,CDS,0.5279232111692844,1.1301032147787786,ydcS;ECK1434;NP_415957.1
b1441,0.0019723865877712033,2,1014.0,1512817,1513830,+,CDS,0.5443786982248521,1.15583124577518,ydcT;ECK1435;NP_415958.1
b1442,0.0,0,942.0,1513831,1514772,+,CDS,0.529723991507431,1.0619383515315488,ydcU;ECK1436;NP_415959.1
b1443,0.0,0,795.0,1514762,1515556,+,CDS,0.539622641509434,1.1269463950800367,ydcV;ECK1437;NP_415960.1
b1444,0.0014035087719298245,2,1425.0,1515578,1517002,+,CDS,0.5319298245614035,1.1813893653516294,patD;ECK1438;prr;ydcW;NP_415961.1
b4598,0.0,0,96.0,1517099,1517194,-,CDS,0.3333333333333333,0.0,yncL;ECK4408;YP_001165318.1
b1445,0.0,0,174.0,1517389,1517562,+,CDS,0.4482758620689655,1.0302631578947368,ortT;ECK1439;ydcX;NP_415962.2
b1446,0.0,0,234.0,1517648,1517881,+,CDS,0.5427350427350427,1.4508928571428572,ydcY;ECK1440;NP_415963.1
b1447,0.0022222222222222222,1,450.0,1517882,1518331,-,CDS,0.5177777777777778,0.8344459279038718,ydcZ;ECK1441;NP_415964.1
b1448,0.0019267822736030828,1,519.0,1518328,1518846,-,CDS,0.5317919075144508,1.2729405491868835,mnaT;ECK1442;yncA;NP_415965.1
b1449,0.0009633911368015414,1,1038.0,1519027,1520064,+,CDS,0.523121387283237,1.1070135556116865,curA;ECK1443;yncB;NP_415966.6
b1450,0.0,0,666.0,1520262,1520927,+,CDS,0.4369369369369369,0.9803418803418804,mcbR;ECK1444;yncC;NP_415967.2
b1451,0.0009510223490252021,2,2103.0,1520963,1523065,-,CDS,0.5106990014265336,1.171534714654281,pqqU;ECK1445;yncD;NP_415968.1
